Timestamp,Sensor_Voltage_V,PPM,mg_L
2026-07-29 22:00:16,1.285,42.0,0.079
2026-07-29 22:00:17,1.275,41.2,0.078
2026-07-29 22:00:17,1.270,40.9,0.077
2026-07-29 22:00:17,1.281,41.7,0.079
2026-07-29 22:00:17,1.259,40.2,0.076
2026-07-29 22:00:17,1.255,39.9,0.075
2026-07-29 22:00:18,1.249,39.5,0.074
2026-07-29 22:00:18,1.222,37.7,0.071
2026-07-29 22:00:18,1.238,38.8,0.073
2026-07-29 22:00:18,1.232,38.3,0.072
2026-07-29 22:00:18,1.231,38.3,0.072
2026-07-29 22:00:19,1.222,37.7,0.071
2026-07-29 22:00:19,1.237,38.7,0.073
2026-07-29 22:00:19,1.211,37.0,0.070
2026-07-29 22:00:19,1.213,37.1,0.070
2026-07-29 22:00:19,1.205,36.6,0.069
2026-07-29 22:00:20,1.204,36.5,0.069
2026-07-29 22:00:20,1.202,36.4,0.069
2026-07-29 22:00:20,1.217,37.3,0.070
2026-07-29 22:00:20,1.196,36.0,0.068
2026-07-29 22:00:20,1.188,35.5,0.067
2026-07-29 22:00:21,1.184,35.3,0.066
2026-07-29 22:00:21,1.185,35.3,0.067
2026-07-29 22:00:21,1.176,34.8,0.066
2026-07-29 22:00:21,1.175,34.7,0.065
2026-07-29 22:00:21,1.169,34.3,0.065
2026-07-29 22:00:22,1.166,34.1,0.064
2026-07-29 22:00:22,1.161,33.8,0.064
2026-07-29 22:00:22,1.138,32.4,0.061
2026-07-29 22:00:22,1.154,33.4,0.063
2026-07-29 22:00:22,1.152,33.3,0.063
2026-07-29 22:00:23,1.147,33.0,0.062
2026-07-29 22:00:23,1.144,32.8,0.062
2026-07-29 22:00:23,1.139,32.5,0.061
2026-07-29 22:00:23,1.138,32.4,0.061
2026-07-29 22:00:23,1.132,32.1,0.061
2026-07-29 22:00:24,1.132,32.1,0.061
2026-07-29 22:00:24,1.127,31.8,0.060
2026-07-29 22:00:24,1.121,31.4,0.059
2026-07-29 22:00:24,1.118,31.3,0.059
2026-07-29 22:00:24,1.118,31.3,0.059
2026-07-29 22:00:25,1.134,32.2,0.061
2026-07-29 22:00:25,1.109,30.8,0.058
2026-07-29 22:00:25,1.107,30.6,0.058
2026-07-29 22:00:25,1.104,30.5,0.057
2026-07-29 22:00:25,1.104,30.5,0.057
2026-07-29 22:00:26,1.098,30.1,0.057
2026-07-29 22:00:26,1.091,29.7,0.056
2026-07-29 22:00:26,1.094,29.9,0.056
2026-07-29 22:00:26,1.087,29.5,0.056
2026-07-29 22:00:26,1.085,29.4,0.055
2026-07-29 22:00:27,1.086,29.4,0.055
2026-07-29 22:00:27,1.089,29.6,0.056
2026-07-29 22:00:27,1.083,29.3,0.055
2026-07-29 22:00:27,1.078,29.0,0.055
2026-07-29 22:00:27,1.076,28.9,0.054
2026-07-29 22:00:28,1.072,28.7,0.054
2026-07-29 22:00:28,1.068,28.4,0.054
2026-07-29 22:00:28,1.067,28.4,0.053
2026-07-29 22:00:28,1.061,28.1,0.053
2026-07-29 22:00:28,1.058,27.9,0.053
2026-07-29 22:00:29,1.056,27.8,0.052
2026-07-29 22:00:29,1.059,28.0,0.053
2026-07-29 22:00:29,1.052,27.6,0.052
2026-07-29 22:00:29,1.051,27.5,0.052
2026-07-29 22:00:29,1.046,27.3,0.051
2026-07-29 22:00:30,1.042,27.1,0.051
2026-07-29 22:00:30,1.041,27.0,0.051
2026-07-29 22:00:30,1.038,26.9,0.051
2026-07-29 22:00:30,1.038,26.9,0.051
2026-07-29 22:00:30,1.029,26.4,0.050
2026-07-29 22:00:31,1.026,26.3,0.049
2026-07-29 22:00:31,1.025,26.2,0.049
2026-07-29 22:00:31,1.020,25.9,0.049
2026-07-29 22:00:31,1.020,25.9,0.049
2026-07-29 22:00:31,1.015,25.7,0.048
2026-07-29 22:00:32,1.019,25.9,0.049
2026-07-29 22:00:32,1.014,25.6,0.048
2026-07-29 22:00:32,0.993,24.6,0.046
2026-07-29 22:00:32,1.012,25.5,0.048
2026-07-29 22:00:32,1.008,25.3,0.048
2026-07-29 22:00:33,1.005,25.1,0.047
2026-07-29 22:00:33,1.005,25.1,0.047
2026-07-29 22:00:33,0.999,24.9,0.047
2026-07-29 22:00:33,0.997,24.7,0.047
2026-07-29 22:00:33,0.993,24.6,0.046
2026-07-29 22:00:34,0.976,23.7,0.045
2026-07-29 22:00:34,0.992,24.5,0.046
